年月日,日照時間(時間),日照時間(時間).1 / 現象なし情報,最深積雪(cm),最深積雪(cm).1 / 現象なし情報,平均風速(m/s),平均蒸気圧(hPa),平均湿度(％),平均海面気圧(hPa),平均現地気圧(hPa),平均雲量(10分比),平均気温(℃),合計全天日射量(MJ/㎡),降水量の合計(mm),降水量の合計(mm).1 / 現象なし情報,降雪量合計(cm),降雪量合計(cm).1 / 現象なし情報,最高気温(℃),最低気温(℃),最多風向(16方位),最大風速(m/s),最大風速(m/s).4 / 風向,最低海面気圧(hPa),最低海面気圧(hPa).1 / 現象なし情報,最小相対湿度(％),10分間降水量の最大(mm),10分間降水量の最大(mm).1 / 現象なし情報,最大瞬間風速(m/s),最大瞬間風速(m/s).4 / 風向,天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
2015/5/4,7.4,0,0.0,1,5.4,17.4,68.0,1005.2,1002.4,8.0,21.6,21.96,0.0,0,0.0,1,26.6,18.5,南,10.1,南南西,1000.6,0,47.0,0.0,0,17.1,南南西,晴一時曇,曇一時晴
2015/5/5,6.8,0,0.0,1,3.8,8.8,42.0,1008.2,1005.3,5.3,18.3,18.91,0.0,1,0.0,1,22.4,13.1,南南東,7.7,北西,1000.5,0,28.0,0.0,1,14.5,北北西,曇後晴,快晴
2015/5/6,9.4,0,0.0,1,3.2,9.8,47.0,1012.8,1010.0,6.5,18.2,22.53,0.0,1,0.0,1,24.7,11.6,南南東,6.1,南,1011.3,0,31.0,0.0,1,9.6,南,晴後薄曇,薄曇
2015/5/7,3.2,0,0.0,1,2.1,13.2,62.0,1011.5,1008.6,6.8,19.1,12.03,0.0,0,0.0,1,24.7,15.7,南南西,5.0,南南東,1010.4,0,26.0,0.0,0,8.2,南西,曇一時雨後晴,晴後曇
2015/5/8,10.6,0,0.0,1,2.6,14.3,61.0,1011.8,1008.9,4.8,20.7,24.91,0.0,1,0.0,1,26.8,15.8,南,5.1,南,1010.2,0,23.0,0.0,1,8.6,南,晴一時曇,薄曇一時晴
2015/5/9,0.0,0,0.0,1,2.0,16.3,75.0,1011.0,1008.2,10.0,18.7,6.25,0.0,0,0.0,1,21.3,16.3,南南東,4.6,東,1008.1,0,61.0,0.0,0,7.7,東,曇一時雨,曇一時雨
2015/5/10,10.0,0,0.0,1,3.5,9.1,43.0,1012.1,1009.2,5.8,19.7,25.56,0.0,1,0.0,1,27.0,13.8,北北西,7.0,北北西,1009.1,0,16.0,0.0,1,14.7,北西,晴後時々曇,晴一時曇
2015/5/11,11.6,0,0.0,1,3.8,6.6,35.0,1021.9,1019.0,6.5,17.2,27.82,0.0,1,0.0,1,23.5,12.1,南,6.9,南,1019.1,0,12.0,0.0,1,11.1,南南西,晴後薄曇,薄曇後時々雨
2015/5/12,1.0,0,0.0,1,6.0,16.9,73.0,1011.0,1008.2,10.0,19.6,10.36,58.5,0,0.0,1,22.7,15.9,南,9.3,南南西,997.2,0,57.0,8.0,0,19.3,南南東,曇後一時雨,大雨後晴一時薄曇
2015/5/13,11.5,0,0.0,1,3.7,14.1,54.0,1003.5,1000.7,2.3,22.5,27.03,0.0,0,0.0,1,28.4,17.4,南南西,10.0,南南西,996.8,0,25.0,0.0,0,18.0,南南西,晴,晴
2015/5/14,10.2,0,0.0,1,3.2,12.8,46.0,1009.8,1007.0,6.3,23.1,25.63,0.0,1,0.0,1,28.6,16.9,南,6.4,南南東,1007.8,0,24.0,0.0,1,9.4,南,晴後薄曇,薄曇後晴
2015/5/15,8.8,0,0.0,1,3.4,16.2,59.0,1010.1,1007.3,6.0,22.7,22.97,0.0,1,0.0,1,27.8,18.9,南南東,6.9,南東,1006.6,0,34.0,0.0,1,11.1,南東,晴後曇,薄曇後一時雨
2015/5/16,0.1,0,0.0,1,2.6,20.7,84.0,1003.4,1000.6,10.0,20.9,5.84,3.5,0,0.0,1,23.7,19.5,南南東,5.0,南東,1001.7,0,62.0,0.5,0,8.4,北,曇一時雨,曇
2015/5/17,10.0,0,0.0,1,3.1,16.2,63.0,1009.6,1006.8,10.0,22.2,25.82,0.0,1,0.0,1,27.8,18.9,南,6.4,南,1005.0,0,21.0,0.0,1,10.5,南西,薄曇,薄曇
2015/5/18,4.8,0,0.0,1,3.6,18.4,73.0,1012.1,1009.3,10.0,21.5,18.99,3.5,0,0.0,1,26.2,17.5,南南東,6.7,南南東,1006.8,0,47.0,2.0,0,12.3,南南東,曇,雨時々曇
2015/5/19,0.0,0,0.0,1,1.9,21.2,90.0,1003.5,1000.7,10.0,20.2,5.99,4.5,0,0.0,1,24.2,16.6,北西,4.1,北西,1001.3,0,74.0,1.0,0,7.8,南南西,曇一時雨,曇
2015/5/20,7.9,0,0.0,1,2.8,18.3,70.0,1001.5,998.7,9.0,22.2,21.74,0.5,0,0.0,1,27.3,18.3,北東,4.9,南南東),997.7,0,46.0,0.5,0,8.9,北北東),晴時々薄曇,曇時々雨、雷を伴う
2015/5/21,9.8,0,0.0,1,4.0,11.6,55.0,1006.9,1004.1,3.5,19.5,26.04,8.5,0,0.0,1,25.7,13.4,北北西,7.9,北西,999.9,0,22.0,2.5,0,14.4,北西,晴,晴後時々薄曇
2015/5/22,10.1,0,0.0,1,4.1,13.8,59.0,1013.3,1010.5,6.3,20.5,23.81,0.0,1,0.0,1,26.0,15.0,南,7.1,南,1011.0,0,34.0,0.0,1,12.3,南,薄曇,晴
2015/5/23,10.3,0,0.0,1,3.0,14.4,57.0,1012.1,1009.3,9.5,21.6,23.4,0.0,1,0.0,1,27.1,16.1,南南東,5.8,南南西,1010.1,0,34.0,0.0,1,9.2,南南西,薄曇一時晴,曇
2015/5/24,7.4,0,0.0,1,2.7,14.9,61.0,1008.7,1005.9,10.0,21.0,20.2,0.0,1,0.0,1,26.0,17.3,南,5.4,南,1006.9,0,34.0,0.0,1,9.8,南南西,曇後一時晴,薄曇時々晴
2015/5/25,6.5,0,0.0,1,2.4,16.9,68.0,1009.9,1007.1,9.3,21.3,19.66,0.0,1,0.0,1,26.1,16.6,東北東,5.1,東北東,1008.4,0,42.0,0.0,1,9.5,南東,曇一時晴,曇後晴
2015/5/26,12.5,0,0.0,1,2.6,14.1,53.0,1007.8,1005.0,1.0,23.3,27.58,0.0,1,0.0,1,30.9,16.9,南,5.5,南,1005.2,0,13.0,0.0,1,8.0,南西,晴,快晴
2015/5/27,12.6,0,0.0,1,3.2,15.8,55.0,1010.0,1007.2,2.5,23.9,26.77,0.0,1,0.0,1,30.2,18.7,南東,7.0,南東,1008.3,0,30.0,0.0,1,10.0,南南東,晴後一時薄曇,曇一時晴
2015/5/28,4.7,0,0.0,1,3.1,17.8,68.0,1014.4,1011.6,10.0,22.1,19.48,0.0,1,0.0,1,26.8,18.4,南南東,6.2,南南東,1012.7,0,47.0,0.0,1,9.5,南,曇後一時晴,曇
2015/5/29,0.0,0,0.0,1,3.0,20.2,83.0,1009.9,1007.1,10.0,20.7,5.01,9.0,0,0.0,1,22.8,18.3,北,6.0,北北東,1005.2,0,64.0,2.0,0,10.3,北北東,曇後時々雨,曇時々雨後一時晴
2015/5/30,10.3,0,0.0,1,3.3,19.1,68.0,1001.6,998.8,7.8,23.4,26.11,0.0,1,0.0,1,29.6,18.4,北北西,6.7,南,999.0,0,38.0,0.0,1,10.0,南,晴後時々薄曇,曇
2015/5/31,10.4,0,0.0,1,2.6,18.3,59.0,1002.9,1000.2,6.5,25.7,26.8,0.0,0,0.0,1,32.2,20.6,北北西,6.0,南南東,999.2,0,20.0,0.0,0,10.7,北西,晴後一時薄曇,曇
2015/6/1,10.7,0,0.0,1,3.5,14.6,51.0,1012.0,1009.2,8.0,23.6,26.5,0.0,1,0.0,1,27.7,20.8,南,5.7,南東,1009.2,0,34.0,0.0,1,9.5,南東,晴後薄曇,薄曇時々晴
2015/6/2,8.4,0,0.0,1,4.1,18.8,65.0,1011.1,1008.3,7.8,23.5,21.77,0.0,1,0.0,1,28.7,19.7,南南東,7.7,南南東,1007.6,0,43.0,0.0,1,13.0,南南東,曇時々晴,曇後一時雨
2015/6/3,0.0,0,0.0,1,2.4,22.9,89.0,1000.9,998.1,10.0,21.7,4.93,16.0,0,0.0,1,22.9,20.1,南,5.5,南,997.6,0,74.0,2.5,0,9.9,南西,雨一時曇,曇時々晴
2015/6/4,12.5,0,0.0,1,4.7,9.5,35.0,1003.9,1001.2,4.3,23.1,26.76,0.0,1,0.0,1,29.1,18.6,北北西,7.7,北西,999.5,0,22.0,0.0,1,15.4,西北西,薄曇後晴,晴後薄曇
2015/6/5,2.1,0,0.0,1,2.4,13.8,65.0,1010.2,1007.3,10.0,18.8,9.81,27.0,0,0.0,1,22.5,14.2,南南東,6.2,西北西,1007.0,0,34.0,2.0,0,9.8,西北西,曇後時々雨,大雨
2015/6/6,2.5,0,0.0,1,2.7,16.2,80.0,1009.0,1006.1,10.0,18.0,15.54,23.5,0,0.0,1,24.6,13.4,北北西,5.0,南東,1002.9,0,50.0,3.0,0,10.2,北北西,曇時々雨一時晴,曇一時晴
2015/6/7,7.8,0,0.0,1,3.2,15.6,65.0,1018.9,1016.1,7.5,20.8,24.11,0.0,1,0.0,1,25.5,16.1,南,6.0,南,1016.9,0,39.0,0.0,1,10.2,南,晴後薄曇,薄曇時々晴
2015/6/8,5.2,0,0.0,1,3.8,16.9,69.0,1017.5,1014.7,9.3,21.0,17.4,0.5,0,0.0,1,25.3,17.2,南南東,6.6,南南東,1013.5,0,42.0,0.5,0,10.6,南南東,薄曇,雨一時曇
2015/6/9,0.0,0,0.0,1,2.5,20.8,92.0,1004.1,1001.3,10.0,19.5,6.14,33.0,0,0.0,1,21.9,17.3,南南西,6.7,北西,1000.3,0,77.0,2.5,0,11.0,北西,曇時々雨,曇後一時晴
2015/6/10,8.1,0,0.0,1,2.8,18.6,69.0,1008.4,1005.6,9.5,22.6,22.65,0.0,1,0.0,1,27.8,17.5,南南東,6.5,南南東,1004.1,0,50.0,0.0,1,10.3,南東,薄曇,薄曇
2015/6/11,5.4,0,0.0,1,2.6,19.7,71.0,1010.0,1007.2,10.0,23.0,18.95,0.0,0,0.0,1,27.5,18.9,南南東,5.4,南東,1007.9,0,45.0,0.0,0,7.9,南南東,薄曇,曇後雨
2015/6/12,0.1,0,0.0,1,1.8,22.8,89.0,1005.2,1002.4,10.0,21.4,7.44,4.5,0,0.0,1,25.0,18.9,北,3.7,南南西,1003.1,0,71.0,0.5,0,5.5,南南西,雨後曇,曇時々雨
2015/6/13,3.7,0,0.0,1,2.7,23.3,79.0,1009.4,1006.7,9.8,24.0,17.53,0.0,0,0.0,1,29.0,20.8,南南東,5.2,南,1006.5,0,54.0,0.0,0,9.0,南南東,曇一時晴,曇後時々雨
2015/6/14,1.6,0,0.0,1,2.4,22.5,83.0,1010.2,1007.4,10.0,22.5,11.82,1.5,0,0.0,1,26.8,20.5,南南東,5.9,南南東,1008.7,0,57.0,0.5,0,8.1,南南東,曇一時雨,曇後一時晴
2015/6/15,12.2,0,0.0,1,2.5,20.7,69.0,1008.2,1005.4,9.8,24.6,25.01,0.0,1,0.0,1,30.8,19.5,南南東,6.5,南東,1006.2,0,42.0,0.0,1,10.4,南東,薄曇一時晴,薄曇
2015/6/16,1.1,0,0.0,1,2.2,21.6,76.0,1005.6,1002.8,9.8,23.3,11.71,31.0,0,0.0,1,27.2,20.0,南南東,4.9,南南東,1003.0,0,52.0,14.0,0,8.1,南南東,曇,曇一時大雨
2015/6/17,0.6,0,0.0,1,2.2,22.5,88.0,1006.6,1003.8,9.5,21.6,8.84,11.0,0,0.0,1,24.8,19.8,東北東,4.3,東南東,1004.4,0,67.0,5.5,0,7.3,東,曇一時雨,曇一時雨
2015/6/18,0.7,0,0.0,1,3.0,19.9,76.0,1011.1,1008.3,10.0,21.9,10.13,0.0,0,0.0,1,26.1,19.8,南東,8.2,南東,1009.7,0,59.0,0.0,0,13.8,南東,曇後一時雨,曇後雨
2015/6/19,0.0,0,0.0,1,2.7,20.4,92.0,1008.7,1005.9,10.0,19.1,5.96,10.5,0,0.0,1,20.8,17.6,東北東,4.4,北北東,1006.7,0,77.0,2.5,0,9.3,北東,雨,曇時々雨後一時晴
2015/6/20,9.4,0,0.0,1,2.9,17.5,69.0,1008.8,1006.0,10.0,21.7,24.73,0.0,0,0.0,1,26.9,17.2,南南東,6.1,南東,1007.4,0,41.0,0.0,0,9.1,南南東,薄曇一時晴,曇
2015/6/21,0.1,0,0.0,1,1.8,20.8,86.0,1010.6,1007.8,8.0,20.6,5.88,0.5,0,0.0,1,22.8,18.2,南南西,3.7,南,1009.4,0,71.0,0.5,0,5.7,南,雨時々曇,晴後曇一時雨
2015/6/22,2.1,0,0.0,1,2.3,20.4,76.0,1012.2,1009.4,9.8,22.6,15.01,0.0,0,0.0,1,26.8,18.5,南,4.7,南,1011.2,0,53.0,0.0,0,7.1,南南東,曇,薄曇
2015/6/23,6.1,0,0.0,1,2.7,21.7,77.0,1012.0,1009.3,9.0,23.4,20.51,20.0,0,0.0,1,28.8,18.4,南南東,5.7,南南東,1010.0,0,52.0,6.0,0,9.0,南,晴時々曇,雨一時曇後晴、雷を伴う
2015/6/24,12.4,0,0.0,1,2.4,20.6,72.0,1010.4,1007.7,2.8,23.8,27.37,0.0,0,0.0,1,29.9,18.0,南,5.3,南東,1008.5,0,43.0,0.0,0,8.3,南南東,晴,薄曇時々晴
2015/6/25,7.8,0,0.0,1,2.9,21.5,72.0,1008.6,1005.8,6.3,24.3,20.71,0.0,1,0.0,1,28.7,20.6,南東,7.3,南東,1006.3,0,53.0,0.0,1,10.7,南南東,晴一時曇,晴時々薄曇
2015/6/26,0.2,0,0.0,1,2.4,23.2,86.0,1005.2,1002.4,9.5,22.4,7.25,13.0,0,0.0,1,25.6,20.6,南南東,5.4,南南東,1001.1,0,64.0,1.5,0,9.3,南南東,曇後雨,雨
2015/6/27,0.0,0,0.0,1,1.5,26.6,97.0,997.0,994.3,10.0,22.6,5.59,3.0,0,0.0,1,25.5,20.6,北西,2.8,北西,994.6,0,84.0,0.5,0,4.8,北東,雨後曇,曇後一時晴
2015/6/28,8.0,0,0.0,1,2.7,19.6,70.0,1001.2,998.4,8.5,23.2,22.62,0.0,1,0.0,1,31.4,18.4,東北東,5.9,南東,995.5,0,36.0,0.0,1,10.7,南南東,晴後曇,曇
2015/6/29,6.4,0,0.0,1,3.2,17.3,68.0,1009.9,1007.1,8.8,21.6,21.79,0.0,1,0.0,1,26.3,18.0,南,5.6,南南東,1008.1,0,47.0,0.0,1,9.1,南,晴一時曇,曇時々晴
2015/6/30,2.1,0,0.0,1,3.2,20.2,75.0,1005.6,1002.8,10.0,22.5,14.92,0.5,0,0.0,1,26.7,19.8,南,5.9,南東,1001.1,0,54.0,0.5,0,8.7,南南東,曇,雨一時曇
2015/7/1,0.0,0,0.0,1,2.1,23.6,98.0,995.0,992.2,10.0,20.5,2.59,13.5,0,0.0,1,22.4,19.2,南南東,5.4,南南東,990.8,0,91.0,1.5,0,8.0,南南東,雨後一時曇,曇
2015/7/2,0.2,0,0.0,1,1.9,24.6,91.0,1001.9,999.1,9.8,22.5,6.65,2.5,0,0.0,1,25.0,20.1,南,4.0,南南西,996.9,0,75.0,1.0,0,6.4,南南西,曇一時雨,曇後時々雨
2015/7/3,0.0,0,0.0,1,2.0,26.0,99.0,1005.9,1003.1,10.0,21.9,3.55,67.5,0,0.0,1,23.4,20.8,南南西,4.0,南西,1004.4,0,89.0,4.0,0,7.2,南西,大雨後一時曇,雨後一時曇
2015/7/4,0.0,0,0.0,1,1.8,25.9,96.0,1008.5,1005.7,10.0,22.5,6.42,4.0,0,0.0,1,25.9,20.8,南,4.0,南南東,1005.0,0,75.0,0.5,0,5.8,南南東,雨時々曇,雨
2015/7/5,0.0,0,0.0,1,1.8,22.5,96.0,1011.4,1008.6,10.0,20.1,4.39,20.0,0,0.0,1,21.9,19.1,北北東,4.0,南南西,1010.3,0,85.0,1.0,0,5.6,北北西,雨時々曇,曇時々雨
2015/7/6,0.0,0,0.0,1,1.7,22.3,97.0,1012.9,1010.1,10.0,19.8,3.72,14.5,0,0.0,1,21.1,18.9,東北東,3.1,東北東,1012.1,0,90.0,0.5,0,5.1,北東,雨,曇一時雨
2015/7/7,0.0,0,0.0,1,1.5,23.1,91.0,1013.4,1010.6,10.0,21.3,7.29,0.0,0,0.0,1,24.3,18.7,南,4.2,南,1012.1,0,75.0,0.0,0,6.8,南,雨時々曇,曇一時雨
2015/7/8,0.2,0,0.0,1,1.7,25.0,93.0,1014.9,1012.1,10.0,22.4,8.74,11.0,0,0.0,1,26.6,19.2,南,4.4,東北東,1013.7,0,68.0,0.5,0,6.9,東北東,曇後雨,雨
2015/7/9,0.0,0,0.0,1,2.0,21.8,97.0,1016.5,1013.7,10.0,19.4,3.5,11.0,0,0.0,1,20.4,18.6,北北東,4.2,北東,1015.3,0,90.0,1.0,0,6.7,北東,雨一時曇,曇時々雨
2015/7/10,9.1,0,0.0,1,2.1,22.3,80.0,1015.2,1012.3,5.8,23.2,24.39,0.5,0,0.0,1,28.9,17.6,南南東,5.3,南南東,1012.9,0,57.0,0.5,0,7.8,南東,晴一時曇,晴
2015/7/11,11.5,0,0.0,1,2.8,24.8,76.0,1012.5,1009.8,2.0,25.9,26.73,0.0,1,0.0,1,31.3,21.1,南,5.8,南,1010.5,0,51.0,0.0,1,9.0,南,晴一時曇,晴一時薄曇
2015/7/12,12.6,0,0.0,1,2.7,26.2,74.0,1009.7,1006.9,5.8,27.2,26.35,0.0,1,0.0,1,32.0,22.4,南,5.8,南東,1007.9,0,48.0,0.0,1,9.4,南東,晴時々薄曇,薄曇時々晴
2015/7/13,11.5,0,0.0,1,5.0,27.1,67.0,1006.2,1003.5,9.5,29.4,26.1,0.0,1,0.0,1,34.2,24.1,南南西,9.3,南南西,1003.9,0,47.0,0.0,1,16.8,南南西,薄曇,薄曇後晴
2015/7/14,13.3,0,0.0,1,6.8,25.2,61.0,1005.5,1002.8,1.8,29.9,28.46,0.0,1,0.0,1,34.3,26.7,南,10.3,南,1004.1,0,42.0,0.0,1,17.6,南南西,快晴,晴
2015/7/15,13.0,0,0.0,1,4.7,24.8,65.0,1008.3,1005.6,5.5,28.4,28.18,0.0,0,0.0,1,33.2,24.2,南,9.2,南,1006.5,0,43.0,0.0,0,15.2,南南東,晴,大雨時々曇
2015/7/16,0.2,0,0.0,1,4.8,30.8,90.0,1007.2,1004.5,10.0,26.4,7.68,63.5,0,0.0,1,28.9,23.6,南南東,9.5,南,1005.8,0,77.0,9.0,0,17.4,南,曇時々雨,曇一時雨
2015/7/17,1.1,0,0.0,1,5.3,28.9,83.0,1007.8,1005.1,10.0,26.7,12.51,14.5,0,0.0,1,30.4,22.8,南,9.7,南南西,1005.3,0,60.0,4.0,0,17.3,南南西,曇一時雨,薄曇時々晴
2015/7/18,2.7,0,0.0,1,5.5,27.6,77.0,1009.5,1006.7,9.3,27.2,11.49,0.5,0,0.0,1,29.9,25.6,南,8.5,南南西,1008.6,0,58.0,0.5,0,14.7,南南西,曇後雨,曇時々晴一時雨
2015/7/19,8.3,0,0.0,1,3.3,27.9,69.0,1011.8,1009.1,6.5,29.4,23.4,0.0,0,0.0,1,34.8,25.0,南,6.0,南,1010.4,0,47.0,0.0,0,11.0,南南西,晴後曇,曇一時晴
2015/7/20,6.7,0,0.0,1,2.4,29.5,75.0,1013.3,1010.6,8.0,28.8,19.98,0.0,0,0.0,1,33.5,25.8,南南東,6.4,南南東,1012.4,0,59.0,0.0,0,8.8,南南東,晴時々曇,晴一時曇
2015/7/21,13.2,0,0.0,1,3.8,26.2,65.0,1012.0,1009.3,1.5,29.4,26.92,0.0,1,0.0,1,34.9,25.4,南,7.5,南,1010.1,0,43.0,0.0,1,12.4,南,晴,快晴
2015/7/22,13.4,0,0.0,1,6.4,23.9,61.0,1011.3,1008.6,1.8,28.9,27.97,0.0,1,0.0,1,32.8,25.4,南南西,10.7,南南西,1010.2,0,45.0,0.0,1,18.5,南西,晴一時薄曇,雨時々曇
2015/7/23,2.7,0,0.0,1,4.5,28.2,80.0,1009.7,1006.9,9.5,27.0,13.2,4.5,0,0.0,1,30.4,24.7,南南西,8.0,南南西,1007.4,0,62.0,1.0,0,14.1,南南西,曇時々雨,曇
2015/7/24,5.2,0,0.0,1,2.0,31.1,83.0,1010.0,1007.2,9.0,28.1,16.59,7.0,0,0.0,1,33.9,25.0,南南東,4.4,南南東,1008.7,0,56.0,4.0,0,7.5,北北東,曇後一時雨、雷を伴う,晴一時曇
2015/7/25,8.4,0,0.0,1,2.2,31.0,80.0,1009.3,1006.5,7.0,28.6,20.42,0.0,1,0.0,1,33.1,24.7,南南東,5.3,南南東,1007.9,0,59.0,0.0,1,7.3,南南東,薄曇後一時晴,晴
2015/7/26,12.4,0,0.0,1,2.4,30.5,72.0,1010.0,1007.3,5.0,30.3,24.22,0.0,1,0.0,1,35.8,26.0,南南東,5.6,南南東,1008.8,0,44.0,0.0,1,8.6,南南東,薄曇時々晴,晴
2015/7/27,12.9,0,0.0,1,2.7,29.4,69.0,1007.1,1004.4,2.5,30.4,24.96,0.0,1,0.0,1,35.0,25.6,南南東,5.1,南東,1004.7,0,52.0,0.0,1,8.2,南,晴,晴後曇
2015/7/28,6.4,0,0.0,1,2.4,29.7,72.0,1005.8,1003.1,9.0,29.6,17.66,0.0,0,0.0,1,34.1,27.1,南南東,5.1,南南東,1004.4,0,48.0,0.0,0,8.0,南南東,曇後晴,曇時々晴
2015/7/29,3.2,0,0.0,1,2.6,28.4,70.0,1007.5,1004.8,10.0,29.4,13.57,0.0,1,0.0,1,32.5,27.1,南東,5.8,南南東,1006.4,0,54.0,0.0,1,9.1,南南東,曇時々晴,曇後一時晴
2015/7/30,3.6,0,0.0,1,2.2,30.1,75.0,1008.7,1006.0,10.0,29.1,12.3,0.0,0,0.0,1,34.3,26.5,南,4.8,南南東,1007.8,0,45.0,0.0,0,7.3,南南東,曇後一時雨、雷を伴う,晴一時曇
2015/7/31,10.0,0,0.0,1,2.7,29.8,72.0,1009.4,1006.7,3.0,30.0,21.0,0.0,1,0.0,1,35.0,25.9,南南東,5.2,南東,1008.1,0,42.0,0.0,1,7.4,南南東,晴,快晴
2015/8/1,8.9,0,0.0,1,2.6,32.4,76.0,1010.3,1007.6,3.0,30.5,22.08,0.0,1,0.0,1,35.3,26.6,南,5.1,南,1009.1,0,50.0,0.0,1,8.5,南,晴,晴一時曇
2015/8/2,9.6,0,0.0,1,2.6,30.2,71.0,1011.9,1009.2,3.5,30.2,23.75,0.0,0,0.0,1,35.1,26.3,南南東,5.6,南南東,1010.5,0,54.0,0.0,0,9.3,南東,晴,曇時々晴
2015/8/3,12.0,0,0.0,1,3.1,28.9,69.0,1011.4,1008.7,2.0,29.8,24.91,0.0,1,0.0,1,35.0,26.1,南,6.7,南,1009.8,0,52.0,0.0,1,10.8,南,晴,晴
2015/8/4,11.4,0,0.0,1,3.4,28.9,69.0,1010.1,1007.4,2.3,30.0,24.76,0.0,1,0.0,1,35.1,26.5,南,6.6,南南東,1008.8,0,53.0,0.0,1,10.5,南南東,晴,晴
2015/8/5,12.8,0,0.0,1,4.1,29.4,69.0,1010.1,1007.4,0.3,30.2,26.14,0.0,1,0.0,1,35.2,25.7,南,8.2,南南東,1008.9,0,47.0,0.0,1,13.1,南南東,快晴,快晴
2015/8/6,11.9,0,0.0,1,3.0,30.0,68.0,1012.5,1009.8,2.0,30.9,25.51,0.0,1,0.0,1,35.9,26.8,南南東,6.7,南東,1010.9,0,52.0,0.0,1,10.0,南東,晴,晴後一時薄曇
2015/8/7,9.2,0,0.0,1,2.6,27.7,61.0,1014.3,1011.6,6.0,31.5,21.12,0.0,1,0.0,1,37.7,26.8,北北西,6.1,南東,1012.3,0,42.0,0.0,1,9.8,南南東,晴後時々薄曇,曇時々晴
2015/8/8,4.3,0,0.0,1,3.2,26.0,71.0,1014.4,1011.6,9.3,27.6,16.32,0.0,1,0.0,1,32.6,24.9,東北東,5.7,東北東,1012.2,0,53.0,0.0,1,10.6,東北東,曇時々晴,曇一時晴
2015/8/9,3.4,0,0.0,1,2.5,25.2,68.0,1011.2,1008.4,7.8,27.9,16.05,0.0,1,0.0,1,33.4,24.7,北東,4.6,東南東,1009.5,0,47.0,0.0,1,7.7,東南東,晴一時曇,晴後曇
2015/8/10,2.0,0,0.0,1,2.6,29.4,79.0,1008.7,1006.0,8.5,27.9,13.03,1.0,0,0.0,1,31.9,25.5,北東,6.1,東南東,1006.8,0,59.0,1.0,0,10.5,東,曇一時雨、雷を伴う,曇時々晴
2015/8/11,7.8,0,0.0,1,2.6,27.9,70.0,1005.8,1003.1,7.5,29.4,20.14,0.0,1,0.0,1,35.5,25.3,東北東,4.7,東北東,1003.8,0,45.0,0.0,1,9.3,東,曇後時々晴,曇
2015/8/12,3.0,0,0.0,1,2.3,28.9,73.0,1005.2,1002.5,10.0,28.9,13.55,0.0,0,0.0,1,33.7,26.3,南,4.8,南東,1003.9,0,53.0,0.0,0,7.8,西,曇一時晴,曇後一時雨
2015/8/13,2.2,0,0.0,1,3.0,30.1,82.0,1003.1,1000.4,9.0,27.5,10.76,1.0,0,0.0,1,30.5,25.3,南南東,6.4,南東,1001.1,0,62.0,0.5,0,10.3,南南東,曇一時雨,曇後一時雨
2015/8/14,1.5,0,0.0,1,2.3,29.5,84.0,1003.3,1000.6,9.8,26.9,12.28,2.0,0,0.0,1,31.8,24.0,北北西,5.3,北,1001.7,0,62.0,1.5,0,10.8,北東,曇一時晴,曇時々雨
2015/8/15,7.3,0,0.0,1,2.5,27.8,76.0,1007.5,1004.8,5.3,27.7,21.39,0.0,0,0.0,1,33.1,24.1,南南東,6.1,南南東,1006.1,0,52.0,0.0,0,9.6,南南東,晴一時曇,晴後一時曇
2015/8/16,4.7,0,0.0,1,2.7,28.3,77.0,1009.4,1006.7,8.3,27.8,16.16,8.0,0,0.0,1,31.9,24.6,北東,5.5,東北東,1008.3,0,56.0,4.5,0,8.6,東北東,曇時々晴,雨時々曇、雷を伴う
2015/8/17,0.1,0,0.0,1,4.0,31.5,96.0,1008.2,1005.5,9.3,25.7,3.96,33.5,0,0.0,1,28.0,23.6,南,8.9,南,1005.8,0,85.0,3.5,0,13.5,南南西,雨時々曇,曇一時雨
2015/8/18,4.6,0,0.0,1,3.8,29.1,76.0,1008.1,1005.3,9.5,28.2,13.25,0.0,0,0.0,1,31.9,26.0,南南西,7.2,南,1006.0,0,63.0,0.0,0,12.6,南南西,曇,曇
2015/8/19,5.0,0,0.0,1,3.0,26.1,70.0,1012.5,1009.7,10.0,27.8,17.9,0.0,0,0.0,1,31.4,25.7,南東,6.0,南東,1010.1,0,52.0,0.0,0,9.5,南南東,曇,曇後一時雨
2015/8/20,0.0,0,0.0,1,1.9,30.1,92.0,1010.7,1007.9,10.0,25.6,4.34,8.0,0,0.0,1,27.0,24.0,北北西,4.1,南東,1009.2,0,80.0,1.5,0,7.1,南東,雨後時々曇,曇一時雨
2015/8/21,0.1,0,0.0,1,1.9,29.4,88.0,1006.5,1003.8,10.0,26.0,7.01,2.5,0,0.0,1,29.4,24.5,南南西,3.9,南南東,1003.6,0,67.0,2.5,0,7.5,南,曇後一時雨,曇
2015/8/22,8.2,0,0.0,1,3.3,30.4,80.0,1001.7,999.0,7.3,28.3,19.54,0.0,1,0.0,1,32.7,24.7,南南東,7.0,南南東,999.6,0,58.0,0.0,1,10.8,南南東,曇後晴,曇時々晴
2015/8/23,4.2,0,0.0,1,3.3,26.3,75.0,1004.4,1001.6,7.8,26.7,15.5,0.0,0,0.0,1,31.4,24.0,北東,6.2,北東,1001.8,0,56.0,0.0,0,12.7,東北東,曇一時晴,曇一時晴
